,source,target,ShpName,post_type,shape_leng,st_label,betweenness_e,physicalid
0,"(-74.01793061274537, 40.706174865639746)","(-74.01757437049282, 40.706839867152155)",CSCL_MN,PL,262.77781228,BATTERY PL,7916.0,3.0
1,"(-74.01793061274537, 40.706174865639746)","(-74.01869417782103, 40.7065117604588)",CSCL_MN,PL,244.710003881,1 PL,6726.0,30.0
2,"(-74.01793061274537, 40.706174865639746)","(-74.01699521616094, 40.70580004366777)",CSCL_MN,PL,293.100272872,1 PL,2.0,29.0
3,"(-74.01793061274537, 40.706174865639746)","(-74.01733871844998, 40.70489484201877)",CSCL_MN,PL,534.313737798,BATTERY PL,6472.0,173026.0
4,"(-74.01757437049282, 40.706839867152155)","(-74.01712051881411, 40.70746253088075)",CSCL_MN,PL,259.415988519,BATTERY PL,20824.0,5.0
5,"(-74.01757437049282, 40.706839867152155)","(-74.01795864339206, 40.70700064826035)",CSCL_MN,PL,121.581979467,2 PL,6726.0,83678.0
6,"(-74.01757437049282, 40.706839867152155)","(-74.0167321819217, 40.70648375950861)",CSCL_MN,PL,267.122870054,2 PL,6.0,122850.0
7,"(-74.01712051881411, 40.70746253088075)","(-74.01662578576105, 40.708133934649545)",CSCL_MN,PL,280.444780871,BATTERY PL,49736.0,6.0
8,"(-74.01712051881411, 40.70746253088075)","(-74.01645624919013, 40.70718830500687)",CSCL_MN,PL,209.523204774,3 PL,15882.0,97698.0
9,"(-74.01712051881411, 40.70746253088075)","(-74.01750342243615, 40.7076239801223)",CSCL_MN,PL,121.366371013,3 PL,6726.0,97697.0
10,"(-74.01662578576105, 40.708133934649545)","(-74.01739796591468, 40.708457409947115)",CSCL_MN,ST,244.378911174,W THAMES ST,1971.0,24.0
11,"(-74.01662578576105, 40.708133934649545)","(-74.01616698119132, 40.7079046152353)",CSCL_MN,ST,152.186450827,W THAMES ST,57667.0,25.0
12,"(-74.01693786186667, 40.704813986596974)","(-74.01704963744208, 40.70483662931333)",CSCL_MN,PL,32.0701391509,BATTERY PL,48343.0,8.0
13,"(-74.01693786186667, 40.704813986596974)","(-74.01681045314301, 40.705136907633076)",CSCL_MN,ST,122.838753676,WEST ST,14229.0,129611.0
14,"(-74.01693786186667, 40.704813986596974)","(-74.0167548055502, 40.70479811523013)",CSCL_MN,PL,51.0826794884,BATTERY PL,40808.0,127898.0
15,"(-74.01704963744208, 40.70483662931333)","(-74.01733871844998, 40.70489484201877)",CSCL_MN,PL,82.9364823023,BATTERY PL,17434.0,131907.0
16,"(-74.01704963744208, 40.70483662931333)","(-74.01642753677841, 40.70647764693514)",CSCL_MN,,622.290994835,HUDSON RIVER GREENWAY,149.0,131908.0
17,"(-74.01704963744208, 40.70483662931333)","(-74.01706855731072, 40.70473099964151)",CSCL_MN,,38.8399310746,HUDSON RIVER GREENWAY,24526.0,131905.0
18,"(-74.01428922948978, 40.70454907535253)","(-74.014961252156, 40.70475979724391)",CSCL_MN,PL,224.581363058,BATTERY PL,148093.0,127790.0
19,"(-74.01428922948978, 40.70454907535253)","(-74.01412632846336, 40.704681194968686)",CSCL_MN,,66.0074022871,BROADWAY,123380.0,181743.0
20,"(-74.01428922948978, 40.70454907535253)","(-74.0143917690023, 40.7035987827111)",CSCL_MN,ST,350.41885042,STATE ST,61199.0,61.0
21,"(-74.014961252156, 40.70475979724391)","(-74.01527219835626, 40.70483003672348)",CSCL_MN,PL,89.9310954631,BATTERY PL,142780.0,127553.0
22,"(-74.014961252156, 40.70475979724391)","(-74.01495065525695, 40.70480892712747)",CSCL_MN,ST,18.1390232264,GREENWICH ST,83433.0,127877.0
23,"(-74.01739796591468, 40.708457409947115)","(-74.01814846679568, 40.70879516565622)",CSCL_MN,ST,241.736694684,W THAMES ST,6726.0,23.0
24,"(-74.01739796591468, 40.708457409947115)","(-74.0169583376197, 40.70905766149661)",CSCL_MN,AVE,250.361797044,S END AVE,20979.0,96795.0
25,"(-74.01739796591468, 40.708457409947115)","(-74.01771378341707, 40.70796871766024)",CSCL_MN,AVE,198.41062681,S END AVE,6726.0,96796.0
26,"(-74.01616698119132, 40.7079046152353)","(-74.01589242608037, 40.707788756228034)",CSCL_MN,ST,87.0402355073,W THAMES ST,64319.0,131912.0
27,"(-74.01699521616094, 40.70580004366777)","(-74.0167321819217, 40.70648375950861)",CSCL_MN,ST,259.554153564,LITTLE WEST ST,3482.0,79162.0
28,"(-74.01699521616094, 40.70580004366777)","(-74.01733871844998, 40.70489484201877)",CSCL_MN,ST,343.270086099,LITTLE WEST ST,4282.0,79163.0
29,"(-74.01159382696616, 40.70357868401518)","(-74.01159675068892, 40.703446660083365)",CSCL_MN,ST,48.1070970052,BROAD ST,25107.0,45.0
30,"(-74.01159382696616, 40.70357868401518)","(-74.01157634422235, 40.70401945007062)",CSCL_MN,ST,160.657404448,BROAD ST,22467.0,46.0
31,"(-74.01159382696616, 40.70357868401518)","(-74.01311348010695, 40.70358716582057)",CSCL_MN,ST,421.359366759,BRIDGE ST,5420.0,101318.0
32,"(-74.01159675068892, 40.703446660083365)","(-74.01150567239777, 40.70295884366263)",CSCL_MN,ST,179.511236788,BROAD ST,15877.0,47.0
33,"(-74.01159675068892, 40.703446660083365)","(-74.01064454774598, 40.70369501376998)",CSCL_MN,ST,279.088214403,PEARL ST,17778.0,84.0
34,"(-74.01159675068892, 40.703446660083365)","(-74.01257015313976, 40.70320684159129)",CSCL_MN,ST,283.682815875,PEARL ST,6366.0,83.0
35,"(-74.01157634422235, 40.70401945007062)","(-74.01156918149523, 40.70424893065872)",CSCL_MN,ST,83.6302310052,BROAD ST,30863.0,49.0
36,"(-74.01157634422235, 40.70401945007062)","(-74.01318764361285, 40.704042716972225)",CSCL_MN,ST,446.835827404,STONE ST,1906.0,79615.0
37,"(-74.01150567239777, 40.70295884366263)","(-74.01116558085066, 40.70178149404087)",CSCL_MN,ST,439.186341766,BROAD ST,42115.0,48.0
38,"(-74.01150567239777, 40.70295884366263)","(-74.01020028920429, 40.703282192003904)",CSCL_MN,ST,380.630087028,WATER ST,78203.0,117.0
39,"(-74.01150567239777, 40.70295884366263)","(-74.01231160768083, 40.70268653279636)",CSCL_MN,ST,244.996219899,WATER ST,45353.0,115.0
40,"(-74.01116558085066, 40.70178149404087)","(-74.01000876121518, 40.70206100231388)",CSCL_MN,ST,336.531654269,SOUTH ST,8960.0,79688.0
41,"(-74.01116558085066, 40.70178149404087)","(-74.01209135618572, 40.701591314592804)",CSCL_MN,ST,265.880164126,SOUTH ST,37951.0,79689.0
42,"(-74.01156918149523, 40.70424893065872)","(-74.01155838499058, 40.704721157598065)",CSCL_MN,ST,172.072457064,BROAD ST,30105.0,50.0
43,"(-74.01156918149523, 40.70424893065872)","(-74.01089345652717, 40.70445104539088)",CSCL_MN,ST,201.826370756,S WILLIAM ST,7850.0,185264.0
44,"(-74.01155838499058, 40.704721157598065)","(-74.0125872198045, 40.70467069320811)",CSCL_MN,ST,285.84796961,MARKETFIELD ST,1926.0,91588.0
45,"(-74.01155838499058, 40.704721157598065)","(-74.0115498104063, 40.704950734969)",CSCL_MN,ST,83.6756959874,BROAD ST,38579.0,51.0
46,"(-74.0115498104063, 40.704950734969)","(-74.00998418601552, 40.70514773317047)",CSCL_MN,ST,451.583137731,BEAVER ST,21986.0,139.0
47,"(-74.0115498104063, 40.704950734969)","(-74.01118994205468, 40.70627872751817)",CSCL_MN,ST,497.904492087,BROAD ST,39014.0,52.0
48,"(-74.0115498104063, 40.704950734969)","(-74.01262946733641, 40.70500276104251)",CSCL_MN,ST,299.945326244,BEAVER ST,16109.0,137.0
49,"(-74.01118994205468, 40.70627872751817)","(-74.01187330308358, 40.706551406418924)",CSCL_MN,PL,213.930634714,EXCHANGE PL,33421.0,579.0
50,"(-74.01118994205468, 40.70627872751817)","(-74.01067628670197, 40.70711636907521)",CSCL_MN,ST,336.771318096,BROAD ST,42339.0,53.0
51,"(-74.01118994205468, 40.70627872751817)","(-74.00986580893488, 40.705796426663284)",CSCL_MN,PL,407.008599048,EXCHANGE PL,33534.0,190120.0
52,"(-74.01067628670197, 40.70711636907521)","(-74.01019980148217, 40.70769827923863)",CSCL_MN,ST,256.362636473,NASSAU ST,3360.0,79651.0
53,"(-74.01067628670197, 40.70711636907521)","(-74.00950279012935, 40.7063789082603)",CSCL_MN,ST,421.953155956,WALL ST,75774.0,189758.0
54,"(-74.01067628670197, 40.70711636907521)","(-74.01125467663418, 40.707507639991206)",CSCL_MN,ST,214.559936791,WALL ST,121955.0,162.0
55,"(-74.01638142202177, 40.71007837134671)","(-74.01762947223385, 40.710395761084975)",CSCL_MN,ST,364.818310834,ALBANY ST,6726.0,56.0
56,"(-74.01638142202177, 40.71007837134671)","(-74.01578577438843, 40.711568880381)",CSCL_MN,AVE,567.590769237,S END AVE,37834.0,189764.0
57,"(-74.01638142202177, 40.71007837134671)","(-74.01676486043827, 40.70933302572852)",CSCL_MN,AVE,291.618107495,S END AVE,74568.0,96793.0
58,"(-74.01638142202177, 40.71007837134671)","(-74.01521226905518, 40.709829726842834)",CSCL_MN,ST,336.556095579,ALBANY ST,50088.0,137323.0
59,"(-74.0147422924871, 40.70983551791746)","(-74.01504575792599, 40.70983132029777)",CSCL_MN,ST,84.1546417537,ALBANY ST,104349.0,57.0
60,"(-74.0147422924871, 40.70983551791746)","(-74.01458972104696, 40.71035446169517)",CSCL_MN,ST,193.740741176,WEST ST,100350.0,147448.0
61,"(-74.0147422924871, 40.70983551791746)","(-74.01388897924912, 40.70949773373567)",CSCL_MN,ST,266.66799069,ALBANY ST,107724.0,58.0
62,"(-74.0147422924871, 40.70983551791746)","(-74.01486421463073, 40.70941573896165)",CSCL_MN,ST,156.916476211,WEST ST,96819.0,279.0
63,"(-74.01504575792599, 40.70983132029777)","(-74.01521226905518, 40.709829726842834)",CSCL_MN,ST,46.1671859352,ALBANY ST,131947.0,131910.0
64,"(-74.01504575792599, 40.70983132029777)","(-74.01470919043182, 40.710861694498526)",CSCL_MN,ST,386.905119361,WEST ST,83414.0,147508.0
65,"(-74.01504575792599, 40.70983132029777)","(-74.01530310287414, 40.70903800044431)",CSCL_MN,ST,297.76144011,WEST ST,49004.0,147407.0
66,"(-74.01388897924912, 40.70949773373567)","(-74.01368987525673, 40.71006221478825)",CSCL_MN,ST,212.93661897,WASHINGTON ST,4541.0,79611.0
67,"(-74.01388897924912, 40.70949773373567)","(-74.01308187710583, 40.70914698059294)",CSCL_MN,ST,257.681973054,ALBANY ST,115103.0,59.0
68,"(-74.01388897924912, 40.70949773373567)","(-74.01405467105796, 40.70907749046819)",CSCL_MN,ST,159.850032037,WASHINGTON ST,362.0,79612.0
69,"(-74.01308187710583, 40.70914698059294)","(-74.0129927976973, 40.709354270383685)",CSCL_MN,ST,79.457426406,GREENWICH ST,266050.0,70.0
70,"(-74.01308187710583, 40.70914698059294)","(-74.01326253180854, 40.70873106798987)",CSCL_MN,ST,159.592403719,GREENWICH ST,144809.0,69.0
71,"(-74.01510283492294, 40.706459436737255)","(-74.01594492352275, 40.70667641266343)",CSCL_MN,ST,246.491828116,MORRIS ST,23885.0,60.0
72,"(-74.01510283492294, 40.706459436737255)","(-74.01513384101523, 40.706261689531985)",CSCL_MN,ST,72.5563140276,WASHINGTON ST,17419.0,90034.0
73,"(-74.01594492352275, 40.70667641266343)","(-74.0157964950948, 40.707071961249774)",CSCL_MN,ST,149.906638227,WEST ST,74156.0,287.0
74,"(-74.01594492352275, 40.70667641266343)","(-74.01635148682284, 40.70565465066474)",CSCL_MN,,389.467774206,BATTERY PARK UNDERPASS,37194.0,129153.0
75,"(-74.01594492352275, 40.70667641266343)","(-74.01623422380842, 40.706431092947106)",CSCL_MN,,164.926587319,PEDESTRIAN AND BIKE PATH LINK,31.0,176823.0
76,"(-74.01594492352275, 40.70667641266343)","(-74.01647450954871, 40.705070332506544)",CSCL_MN,ST,603.722151492,WEST ST,6590.0,288.0
77,"(-74.0143917690023, 40.7035987827111)","(-74.01311348010695, 40.70358716582057)",CSCL_MN,ST,354.451170387,BRIDGE ST,3815.0,101317.0
78,"(-74.0143917690023, 40.7035987827111)","(-74.01442983236625, 40.703150647286236)",CSCL_MN,ST,163.609873363,STATE ST,54468.0,62.0
79,"(-74.01442983236625, 40.703150647286236)","(-74.0129978382912, 40.703099516052966)",CSCL_MN,ST,397.482659855,PEARL ST,1896.0,82.0
80,"(-74.01442983236625, 40.703150647286236)","(-74.0138344107159, 40.702405701038)",CSCL_MN,ST,323.527439108,STATE ST,49730.0,145498.0
81,"(-74.01374945855002, 40.702389550539216)","(-74.0138344107159, 40.702405701038)",CSCL_MN,ST,24.2785799192,STATE ST,32464.0,64.0
82,"(-74.01374945855002, 40.702389550539216)","(-74.0136382068042, 40.70237112891527)",CSCL_MN,ST,31.5685690675,STATE ST,30486.0,145501.0
83,"(-74.0138344107159, 40.702405701038)","(-74.01381944063553, 40.70223669118419)",CSCL_MN,PL,61.715076818,PETER MINUIT PL,58092.0,160443.0
84,"(-74.01396029905284, 40.707111010591866)","(-74.01359196892929, 40.70796734203629)",CSCL_MN,ST,328.274951055,GREENWICH ST,52437.0,66.0
85,"(-74.01396029905284, 40.707111010591866)","(-74.01417811318568, 40.706701458627116)",CSCL_MN,ST,160.969350427,GREENWICH ST,8880.0,67.0
86,"(-74.01396029905284, 40.707111010591866)","(-74.01351885460902, 40.70694327099627)",CSCL_MN,ST,136.80039442,EDGAR ST,44355.0,100893.0
87,"(-74.01359196892929, 40.70796734203629)","(-74.01326253180854, 40.70873106798987)",CSCL_MN,ST,292.855375837,GREENWICH ST,132642.0,68.0
88,"(-74.01359196892929, 40.70796734203629)","(-74.01438184521825, 40.70822414379345)",CSCL_MN,ST,238.139931853,RECTOR ST,93839.0,135.0
89,"(-74.01359196892929, 40.70796734203629)","(-74.01296134424844, 40.70777032084525)",CSCL_MN,ST,189.000860619,RECTOR ST,108912.0,133.0
90,"(-74.01417811318568, 40.706701458627116)","(-74.01363266125834, 40.706793899127824)",CSCL_MN,,154.932854731,HUGH L CAREY TUNNEL EXIT,19905.0,148204.0
91,"(-74.01417811318568, 40.706701458627116)","(-74.01461987114978, 40.70614036698767)",CSCL_MN,,244.000053102,HUGH L CAREY TUNNEL EXIT,22147.0,88988.0
92,"(-74.01326253180854, 40.70873106798987)","(-74.01405467105796, 40.70907749046819)",CSCL_MN,ST,253.299348802,CARLISLE ST,18537.0,96885.0
93,"(-74.0129927976973, 40.709354270383685)","(-74.01283896749439, 40.70970998037685)",CSCL_MN,ST,136.432958534,GREENWICH ST,171289.0,71.0
94,"(-74.0129927976973, 40.709354270383685)","(-74.01214432898097, 40.708992645498256)",CSCL_MN,ST,269.615017809,THAMES ST,103155.0,102439.0
95,"(-74.01283896749439, 40.70970998037685)","(-74.01266646989112, 40.710148920968734)",CSCL_MN,ST,166.916872129,GREENWICH ST,241352.0,72.0
96,"(-74.01283896749439, 40.70970998037685)","(-74.01193492725311, 40.70930588333293)",CSCL_MN,ST,290.678812369,CEDAR ST,69567.0,91593.0
97,"(-74.01266646989112, 40.710148920968734)","(-74.01442532262277, 40.710969979503105)",CSCL_MN,ST,572.130108626,LIBERTY ST,43039.0,79627.0
98,"(-74.01266646989112, 40.710148920968734)","(-74.01240148787123, 40.71087683342282)",CSCL_MN,ST,275.187398028,GREENWICH ST,252645.0,165051.0
99,"(-74.01266646989112, 40.710148920968734)","(-74.01168546371265, 40.70969274309433)",CSCL_MN,ST,319.349247945,LIBERTY ST,43566.0,191621.0
100,"(-74.01433649678438, 40.706237207835635)","(-74.01363266125834, 40.706793899127824)",CSCL_MN,PL,287.071441576,TRINITY PL,95867.0,73.0
101,"(-74.01433649678438, 40.706237207835635)","(-74.01325396369612, 40.70587051400866)",CSCL_MN,ST,328.52916032,MORRIS ST,1066.0,148161.0
102,"(-74.01433649678438, 40.706237207835635)","(-74.01439671068337, 40.70609989007491)",CSCL_MN,ST,52.740965014,GREENWICH ST,89403.0,91581.0
103,"(-74.01363266125834, 40.706793899127824)","(-74.01351885460902, 40.70694327099627)",CSCL_MN,PL,62.9063573947,TRINITY PL,121158.0,74.0
104,"(-74.01351885460902, 40.70694327099627)","(-74.01337315500739, 40.707146452641915)",CSCL_MN,PL,84.3298234166,TRINITY PL,90531.0,75.0
105,"(-74.01337315500739, 40.707146452641915)","(-74.01296134424844, 40.70777032084525)",CSCL_MN,PL,254.35870292,TRINITY PL,203172.0,76.0
106,"(-74.01337315500739, 40.707146452641915)","(-74.01250774039123, 40.70676706554996)",CSCL_MN,ALY,276.903454937,EXCHANGE ALY,125769.0,96887.0
107,"(-74.01296134424844, 40.70777032084525)","(-74.01214432898097, 40.708992645498256)",CSCL_MN,PL,499.627085376,TRINITY PL,141025.0,77.0
108,"(-74.01296134424844, 40.70777032084525)","(-74.01194691411979, 40.70745153141393)",CSCL_MN,ST,304.287822259,RECTOR ST,90405.0,134.0
109,"(-74.01214432898097, 40.708992645498256)","(-74.01208718758026, 40.709078118953514)",CSCL_MN,PL,34.9385956481,TRINITY PL,248536.0,78.0
110,"(-74.01208718758026, 40.709078118953514)","(-74.01193492725311, 40.70930588333293)",CSCL_MN,PL,93.1013435151,TRINITY PL,269721.0,79.0
111,"(-74.01208718758026, 40.709078118953514)","(-74.01101198470016, 40.708594022055436)",CSCL_MN,ST,346.36191613,THAMES ST,226425.0,96223.0
112,"(-74.01193492725311, 40.70930588333293)","(-74.01168546371265, 40.70969274309433)",CSCL_MN,PL,156.999148393,TRINITY PL,235240.0,80.0
113,"(-74.01193492725311, 40.70930588333293)","(-74.01084638164455, 40.70879754445037)",CSCL_MN,ST,354.088322595,CEDAR ST,34476.0,91592.0
114,"(-74.01168546371265, 40.70969274309433)","(-74.01123100601572, 40.71036686413968)",CSCL_MN,ST,276.034450471,CHURCH ST,255103.0,160.0
115,"(-74.01168546371265, 40.70969274309433)","(-74.01054246475734, 40.709154148143405)",CSCL_MN,ST,373.619925653,LIBERTY ST,61411.0,191620.0
116,"(-74.0129978382912, 40.703099516052966)","(-74.01257015313976, 40.70320684159129)",CSCL_MN,ST,124.863741407,PEARL ST,12675.0,81.0
117,"(-74.0129978382912, 40.703099516052966)","(-74.01282671055186, 40.70240862667393)",CSCL_MN,ST,256.228122122,WHITEHALL ST,105949.0,128.0
118,"(-74.0129978382912, 40.703099516052966)","(-74.01311348010695, 40.70358716582057)",CSCL_MN,ST,180.535503932,WHITEHALL ST,119080.0,131.0
119,"(-74.01257015313976, 40.70320684159129)","(-74.01231160768083, 40.70268653279636)",CSCL_MN,ST,202.665941097,MOORE ST,4355.0,101319.0
120,"(-74.01064454774598, 40.70369501376998)","(-74.01049611003593, 40.70380470056573)",CSCL_MN,ST,57.3658692631,PEARL ST,24712.0,85.0
121,"(-74.01064454774598, 40.70369501376998)","(-74.01020028920429, 40.703282192003904)",CSCL_MN,SLIP,194.406685436,COENTIES SLIP,2344.0,101320.0
122,"(-74.01049611003593, 40.70380470056573)","(-74.00945463868723, 40.70452785694509)",CSCL_MN,ST,390.89464021,PEARL ST,21305.0,86.0
123,"(-74.01049611003593, 40.70380470056573)","(-74.01070637443443, 40.70414070750681)",CSCL_MN,ALY,135.590439906,COENTIES ALY,9887.0,99637.0
124,"(-74.00945463868723, 40.70452785694509)","(-74.00890108919573, 40.704861846669566)",CSCL_MN,ST,195.86238265,PEARL ST,23852.0,87.0
125,"(-74.00945463868723, 40.70452785694509)","(-74.0089875528631, 40.704084827772476)",CSCL_MN,SQ,206.947625518,HANOVER SQ,22153.0,124815.0
126,"(-74.00945463868723, 40.70452785694509)","(-74.00974639311217, 40.70477524791872)",CSCL_MN,SQ,121.108734327,HANOVER SQ,26052.0,96896.0
127,"(-74.00890108919573, 40.704861846669566)","(-74.00800726907983, 40.70544646155272)",CSCL_MN,ST,328.844106469,PEARL ST,36321.0,88.0
128,"(-74.00890108919573, 40.704861846669566)","(-74.00891993383196, 40.70493975588346)",CSCL_MN,ST,28.8615366923,HANOVER ST,13899.0,707.0
129,"(-74.00800726907983, 40.70544646155272)","(-74.00794861212007, 40.705546187813674)",CSCL_MN,ST,39.8069733085,PEARL ST,84727.0,89.0
130,"(-74.00800726907983, 40.70544646155272)","(-74.00902906502225, 40.705310138471134)",CSCL_MN,ST,287.622232088,BEAVER ST,42006.0,141.0
131,"(-74.00794861212007, 40.705546187813674)","(-74.00745217307546, 40.7060510929728)",CSCL_MN,ST,229.746461394,PEARL ST,14349.0,90.0
132,"(-74.00794861212007, 40.705546187813674)","(-74.00739218847701, 40.70518268851541)",CSCL_MN,ST,203.319704441,WALL ST,103556.0,165.0
133,"(-74.00794861212007, 40.705546187813674)","(-74.00881270660075, 40.70601231098701)",CSCL_MN,ST,293.660392468,WALL ST,9744.0,164.0
134,"(-74.00745217307546, 40.7060510929728)","(-74.00712975165223, 40.70637505436465)",CSCL_MN,ST,148.06050057,PEARL ST,4356.0,91.0
135,"(-74.00745217307546, 40.7060510929728)","(-74.00676557713751, 40.705623797492336)",CSCL_MN,ST,245.913296916,PINE ST,11817.0,103202.0
136,"(-74.00745217307546, 40.7060510929728)","(-74.00900515727426, 40.7069389218325)",CSCL_MN,ST,538.534440913,PINE ST,21736.0,103201.0
137,"(-74.00712975165223, 40.70637505436465)","(-74.0067809889086, 40.70672380755663)",CSCL_MN,ST,159.6703737,PEARL ST,6797.0,92.0
138,"(-74.00712975165223, 40.70637505436465)","(-74.00864537916455, 40.70734001931574)",CSCL_MN,ST,547.883146597,CEDAR ST,4475.0,190004.0
139,"(-74.0067809889086, 40.70672380755663)","(-74.00645562008715, 40.706982011817004)",CSCL_MN,ST,130.334846082,PEARL ST,12957.0,93.0
140,"(-74.00645562008715, 40.706982011817004)","(-74.00595100486223, 40.707205735084)",CSCL_MN,ST,161.917298625,PEARL ST,19079.0,94.0
141,"(-74.00645562008715, 40.706982011817004)","(-74.00569066852002, 40.70637506246831)",CSCL_MN,ST,306.396052587,FLETCHER ST,230.0,789.0
142,"(-74.00595100486223, 40.707205735084)","(-74.00548224925218, 40.70738757165441)",CSCL_MN,ST,145.873836388,PEARL ST,22553.0,95.0
143,"(-74.00595100486223, 40.707205735084)","(-74.0068377870997, 40.707857835737876)",CSCL_MN,ST,341.893715192,PLATT ST,8888.0,79722.0
144,"(-74.00548224925218, 40.70738757165441)","(-74.00432857285517, 40.70782349527981)",CSCL_MN,ST,357.115653218,PEARL ST,27057.0,96.0
145,"(-74.00548224925218, 40.70738757165441)","(-74.00500225478507, 40.70685251869729)",CSCL_MN,ST,236.029727169,JOHN ST,16926.0,79749.0
146,"(-74.00548224925218, 40.70738757165441)","(-74.00602081406566, 40.70790470803264)",CSCL_MN,ST,240.402046275,JOHN ST,17868.0,79748.0
147,"(-74.00432857285517, 40.70782349527981)","(-74.0048166002164, 40.70839029098938)",CSCL_MN,ST,246.88009159,FULTON ST,12088.0,776.0
148,"(-74.00432857285517, 40.70782349527981)","(-74.00405660228448, 40.70743678065674)",CSCL_MN,ST,159.80048436,FULTON ST,42641.0,777.0
149,"(-74.00405660228448, 40.70743678065674)","(-74.00340211319343, 40.70808367448464)",CSCL_MN,ST,297.443714053,PEARL ST,426695.0,98.0
150,"(-74.00405660228448, 40.70743678065674)","(-74.00500225478507, 40.70685251869729)",CSCL_MN,ST,337.714677949,WATER ST,197271.0,126.0
151,"(-74.00405660228448, 40.70743678065674)","(-74.00392127465643, 40.70723974417977)",CSCL_MN,ST,80.9999851456,FULTON ST,211131.0,778.0
152,"(-74.00340211319343, 40.70808367448464)","(-74.00310838345384, 40.707671411066734)",CSCL_MN,ST,170.856241846,BEEKMAN ST,19696.0,79754.0
153,"(-74.00340211319343, 40.70808367448464)","(-74.0025025396944, 40.708845629044)",CSCL_MN,ST,373.18252263,PEARL ST,465545.0,191781.0
154,"(-74.00340211319343, 40.70808367448464)","(-74.0039704363975, 40.70872561310776)",CSCL_MN,ST,282.002725156,BEEKMAN ST,21032.0,179749.0
155,"(-74.00166466865358, 40.70952276305005)","(-74.00162290743312, 40.70956043427789)",CSCL_MN,ST,17.9559911728,PEARL ST,533784.0,101.0
156,"(-74.00166466865358, 40.70952276305005)","(-74.0008601109041, 40.70879094707493)",CSCL_MN,ST,347.623953662,DOVER ST,12159.0,79869.0
157,"(-74.00166466865358, 40.70952276305005)","(-74.00210952706912, 40.709893912898835)",CSCL_MN,ST,183.018337429,FRANKFORT ST,17482.0,172445.0
158,"(-74.00166466865358, 40.70952276305005)","(-74.00001391745559, 40.70798248630889)",CSCL_MN,,733.843022412,FDR DRIVE EXIT 2 NB,462.0,131655.0
159,"(-74.00166466865358, 40.70952276305005)","(-74.0025025396944, 40.708845629044)",CSCL_MN,ST,338.853014466,PEARL ST,500097.0,191782.0
160,"(-74.00162290743312, 40.70956043427789)","(-74.00157615385477, 40.70962000402247)",CSCL_MN,ST,25.2791665773,PEARL ST,539039.0,102.0
161,"(-74.00162290743312, 40.70956043427789)","(-74.0031047163921, 40.710746421948144)",CSCL_MN,,596.214246464,BROOKLYN BRIDGE EN RP FDR DR,1144.0,1192.0
162,"(-74.00162290743312, 40.70956043427789)","(-74.0014273142685, 40.70941367179436)",CSCL_MN,,76.1548184408,BROOKLYN BRIDGE EN RP FDR DR,25589.0,1194.0
163,"(-74.00157615385477, 40.70962000402247)","(-74.00151938817625, 40.70969234295803)",CSCL_MN,ST,30.6965237615,PEARL ST,541944.0,103.0
164,"(-74.00157615385477, 40.70962000402247)","(-74.0031047163921, 40.710746421948144)",CSCL_MN,,591.093340973,BROOKLYN BRIDGE EN RP PEARL ST,190.0,1193.0
165,"(-74.00157615385477, 40.70962000402247)","(-74.00145421777226, 40.709641005811065)",CSCL_MN,,34.6607702165,FDR DRIVE ENTRY RAMP,3173.0,79127.0
166,"(-74.00151938817625, 40.70969234295803)","(-74.00147140298127, 40.709746554323246)",CSCL_MN,ST,23.81337771,PEARL ST,565735.0,104.0
167,"(-74.00151938817625, 40.70969234295803)","(-74.00145421777226, 40.709641005811065)",CSCL_MN,,26.0053030562,BROOKLYN BRG,18626.0,66947.0
168,"(-74.00151938817625, 40.70969234295803)","(-74.00282025204461, 40.71075983410983)",CSCL_MN,,530.469112052,BROOKLYN BRG,473.0,66946.0
169,"(-74.00147140298127, 40.709746554323246)","(-74.00141934716292, 40.709814795771905)",CSCL_MN,ST,28.7475480042,PEARL ST,571347.0,133535.0
170,"(-74.00141934716292, 40.709814795771905)","(-74.0012825859855, 40.709994052970295)",CSCL_MN,ST,75.5171179915,PEARL ST,588907.0,105.0
171,"(-74.00141934716292, 40.709814795771905)","(-74.00122412049173, 40.709657019213836)",CSCL_MN,,78.9541147711,BROOKLYN BRG,7048.0,78598.0
172,"(-74.00141934716292, 40.709814795771905)","(-74.00166895279908, 40.710006024524034)",CSCL_MN,,98.2020106851,BROOKLYN BRG,7480.0,78599.0
173,"(-74.0012825859855, 40.709994052970295)","(-74.00123476628733, 40.71005533303561)",CSCL_MN,ST,25.9657344749,PEARL ST,594650.0,106.0
174,"(-74.0012825859855, 40.709994052970295)","(-74.00107411660089, 40.70984383211235)",CSCL_MN,,79.5973987286,FDR DRIVE NB EN BROOKLYN BR,66.0,72599.0
175,"(-74.0012825859855, 40.709994052970295)","(-74.0026689827997, 40.711548346925774)",CSCL_MN,,695.105307813,FDR DRIVE NB EN BROOKLYN BR,81.0,72600.0
176,"(-74.00123476628733, 40.71005533303561)","(-74.00113646757461, 40.710175964225336)",CSCL_MN,ST,51.7131448643,PEARL ST,599890.0,107.0
177,"(-74.00123476628733, 40.71005533303561)","(-74.00109640158827, 40.709951712606184)",CSCL_MN,,53.8211522514,BROOKLYN BRIDGE EXIT RAMP,697.0,1172.0
