,source,target,ShpName,post_type,shape_leng,st_label,betweenness_e,physicalid
9216,"(-73.93016615631757, 40.846097497454146)","(-73.93038657505265, 40.84673248130911)",CSCL_MN,,239.251295406,CROSS BRONX EP NB ET 1B,20172.0,186339.0
9217,"(-73.9822664805864, 40.7313994377448)","(-73.98178794815956, 40.73207715549104)",CSCL_MN,AVE,281.827954673,1 AVE,87262.0,67869.0
9218,"(-73.9822664805864, 40.7313994377448)","(-73.98150096859554, 40.73105617854305)",CSCL_MN,ST,247.29365603,E 14 ST,84406.0,77341.0
9219,"(-73.98178794815956, 40.73207715549104)","(-73.9814301350934, 40.73258729015461)",CSCL_MN,AVE,210.659011056,1 AVE,54869.0,67870.0
9220,"(-73.9814301350934, 40.73258729015461)","(-73.98004239722, 40.732336898356394)",CSCL_MN,AVE,442.944329906,1 AVE LOOP,3876.0,103777.0
9221,"(-73.9814301350934, 40.73258729015461)","(-73.98115351228023, 40.7329708437393)",CSCL_MN,AVE,159.389070843,1 AVE,55780.0,140710.0
9222,"(-73.9814301350934, 40.73258729015461)","(-73.98149910379774, 40.73261859638211)",CSCL_MN,AVE,22.2587384843,1 AVE LOOP,7381.0,103778.0
9223,"(-73.98058829313861, 40.73374807967777)","(-73.98031400430764, 40.73412069980609)",CSCL_MN,AVE,155.590812395,1 AVE,35487.0,67872.0
9224,"(-73.98058829313861, 40.73374807967777)","(-73.98064498892136, 40.73377931900684)",CSCL_MN,AVE,19.4017137645,1 AVE LOOP,11227.0,103774.0
9225,"(-73.98058829313861, 40.73374807967777)","(-73.97961738686831, 40.73290085336594)",CSCL_MN,AVE,464.312539405,1 AVE LOOP,9574.0,103775.0
9226,"(-73.98058829313861, 40.73374807967777)","(-73.98088382229588, 40.73334186161517)",CSCL_MN,AVE,169.149518698,1 AVE,29182.0,140717.0
9227,"(-73.98031400430764, 40.73412069980609)","(-73.98006228855739, 40.73446117182678)",CSCL_MN,AVE,142.320205485,1 AVE,38461.0,67873.0
9228,"(-73.98006228855739, 40.73446117182678)","(-73.97984904341307, 40.73474104195919)",CSCL_MN,AVE,117.853915759,1 AVE,29505.0,140725.0
9229,"(-73.98006228855739, 40.73446117182678)","(-73.98013412776747, 40.73466313053648)",CSCL_MN,,76.2295497218,CONNECTOR,21342.0,187757.0
9230,"(-73.979716264316, 40.73493636556488)","(-73.97947435372022, 40.73482870353214)",CSCL_MN,ST,77.6737652156,E 20 ST,62121.0,67876.0
9231,"(-73.97947435372022, 40.73482870353214)","(-73.9787463132302, 40.73452106573933)",CSCL_MN,ST,230.807692805,E 20 ST,36000.0,67877.0
9232,"(-73.97947435372022, 40.73482870353214)","(-73.97939541203651, 40.73463018279807)",CSCL_MN,,75.5715754927,CONNECTOR,20069.0,88979.0
9233,"(-73.9787463132302, 40.73452106573933)","(-73.97821734300132, 40.73429805884659)",CSCL_MN,ST,167.607163781,E 20 ST,29958.0,120452.0
9234,"(-73.97821734300132, 40.73429805884659)","(-73.9776987469897, 40.73408190570461)",CSCL_MN,ST,163.884337914,E 20 ST,34122.0,67878.0
9235,"(-73.97821734300132, 40.73429805884659)","(-73.978499401867, 40.73424793281522)",CSCL_MN,,80.2813303076,CONNECTOR,10158.0,102220.0
9236,"(-73.9776987469897, 40.73408190570461)","(-73.97695330138423, 40.733767325446124)",CSCL_MN,ST,236.254708245,E 20 ST,28210.0,67879.0
9237,"(-73.97695330138423, 40.733767325446124)","(-73.97597499722687, 40.73334908523597)",CSCL_MN,ST,311.013979081,E 20 ST,22824.0,115480.0
9238,"(-73.97597499722687, 40.73334908523597)","(-73.97536171723524, 40.73308834941021)",CSCL_MN,ST,194.71097479,E 20 ST,18900.0,67880.0
9239,"(-73.97597499722687, 40.73334908523597)","(-73.97619402791281, 40.73328198961972)",CSCL_MN,,65.5075208108,CONNECTOR,702.0,95624.0
9240,"(-73.97544936570266, 40.732961846580686)","(-73.97619402791281, 40.73328198961972)",CSCL_MN,ST,237.057637248,E 20 ST,10008.0,67885.0
9241,"(-73.97619402791281, 40.73328198961972)","(-73.97779356882702, 40.73394680319572)",CSCL_MN,ST,505.153778415,E 20 ST,15312.0,67886.0
9242,"(-73.97779356882702, 40.73394680319572)","(-73.978499401867, 40.73424793281522)",CSCL_MN,ST,224.279478751,E 20 ST,21226.0,67887.0
9243,"(-73.978499401867, 40.73424793281522)","(-73.97939541203651, 40.73463018279807)",CSCL_MN,ST,284.704772121,E 20 ST,37366.0,67888.0
9244,"(-73.97939541203651, 40.73463018279807)","(-73.97984904341307, 40.73474104195919)",CSCL_MN,ST,148.948018732,E 20 ST,23405.0,67889.0
9245,"(-73.9982756408461, 40.75436676777304)","(-73.99803703502847, 40.754522839548386)",CSCL_MN,,87.1974528004,CONNECTOR,1.0,67979.0
9246,"(-73.99491516159597, 40.75755458258886)","(-73.99482295882979, 40.757672778739774)",CSCL_MN,AVE,50.0688665678,DYER AVE,97456.0,68154.0
9247,"(-73.994592309927, 40.75803742766238)","(-73.99437793278346, 40.75837648446994)",CSCL_MN,AVE,137.064920535,DYER AVE,14131.0,68158.0
9248,"(-74.00001391745559, 40.70798248630889)","(-73.99973380261962, 40.70812967779577)",CSCL_MN,ST,94.3770299116,SOUTH ST,58967.0,79705.0
9249,"(-74.00001391745559, 40.70798248630889)","(-73.99987313168162, 40.70819502816365)",CSCL_MN,,86.7166305801,FDR DRIVE SB ENTRANCE PEARL ST,48412.0,96712.0
9250,"(-74.00001391745559, 40.70798248630889)","(-74.00013109195302, 40.707913267233124)",CSCL_MN,ST,41.1259236599,SOUTH ST,63035.0,79704.0
9251,"(-74.00001391745559, 40.70798248630889)","(-74.00011721410627, 40.70789507431084)",CSCL_MN,,42.8298879387,FDR DRIVE SB ENTRANCE PEARL ST,20186.0,131652.0
9252,"(-73.95352390950339, 40.75649647433209)","(-73.9534846182251, 40.756545301842216)",CSCL_MN,ST,20.8556539004,E MAIN ST,26892.0,68378.0
9253,"(-73.95352390950339, 40.75649647433209)","(-73.95357980325541, 40.75641384826645)",CSCL_MN,ST,33.8567682969,E MAIN ST,20190.0,68379.0
9254,"(-73.9534846182251, 40.756545301842216)","(-73.95322009963203, 40.756426841315104)",CSCL_MN,,85.0483123629,KOCH BR PEDESTRIAN AND BIKE PATH,13450.0,77745.0
9255,"(-73.9534846182251, 40.756545301842216)","(-73.95308141630147, 40.75708608200416)",CSCL_MN,ST,245.854338418,E MAIN ST,29.0,118650.0
9256,"(-73.95357980325541, 40.75641384826645)","(-73.95361400409733, 40.75635662796745)",CSCL_MN,ST,22.8994807056,E MAIN ST,13490.0,68380.0
9257,"(-73.95361400409733, 40.75635662796745)","(-73.95412217930301, 40.755698866484686)",CSCL_MN,,285.55691629,ROOSEVELT ISLAND GREENWAY,6726.0,132331.0
9258,"(-73.95361400409733, 40.75635662796745)","(-73.95410468257971, 40.75578188924757)",CSCL_MN,ST,249.653219959,E MAIN ST,84.0,175334.0
9259,"(-73.99632811656076, 40.710218967225074)","(-73.99621103022889, 40.71023465903721)",CSCL_MN,ST,32.9604096087,CHERRY ST,8256.0,68495.0
9260,"(-73.99632811656076, 40.710218967225074)","(-73.99649265612472, 40.71019983205883)",CSCL_MN,ST,46.1463276443,CHERRY ST,11846.0,167422.0
9261,"(-73.992726252887, 40.71077600473744)","(-73.99260241865187, 40.71080013983337)",CSCL_MN,ST,35.4394944454,CHERRY ST,42911.0,68498.0
9262,"(-73.992726252887, 40.71077600473744)","(-73.99278839734838, 40.71076637517427)",CSCL_MN,ST,17.5822637683,CHERRY ST,36955.0,130206.0
9263,"(-73.99260241865187, 40.71080013983337)","(-73.99248142461818, 40.71082181618767)",CSCL_MN,ST,34.4609983877,CHERRY ST,48951.0,68499.0
9264,"(-73.99248142461818, 40.71082181618767)","(-73.99242135337968, 40.71083629914645)",CSCL_MN,ST,17.4698193174,CHERRY ST,54991.0,129491.0
9265,"(-73.99219158797202, 40.710891694352924)","(-73.99212135362818, 40.71058310263977)",CSCL_MN,SLIP,114.102961189,PIKE SLIP,25999.0,101010.0
9266,"(-73.99219158797202, 40.710891694352924)","(-73.99245713043538, 40.71175334795929)",CSCL_MN,ST,324.339027388,PIKE ST,27535.0,92188.0
9267,"(-73.99219158797202, 40.710891694352924)","(-73.99242135337968, 40.71083629914645)",CSCL_MN,ST,66.8199237705,CHERRY ST,58531.0,129492.0
9268,"(-73.98993758127737, 40.71121072383723)","(-73.98973389860063, 40.7112428810883)",CSCL_MN,ST,57.6703800716,CHERRY ST,46280.0,68503.0
9269,"(-73.98993758127737, 40.71121072383723)","(-73.9897897072078, 40.7100930417985)",CSCL_MN,PL,409.263841961,RUTGERS SLIP,6953.0,99799.0
9270,"(-73.98973389860063, 40.7112428810883)","(-73.98831192822884, 40.71138346833966)",CSCL_MN,ST,397.531769849,CHERRY ST,39298.0,68504.0
9271,"(-73.98831192822884, 40.71138346833966)","(-73.98819499151143, 40.7113948778954)",CSCL_MN,ST,32.6841867156,CHERRY ST,34192.0,184225.0
9272,"(-73.98831192822884, 40.71138346833966)","(-73.98837296778066, 40.71172746941917)",CSCL_MN,ST,126.467274493,JEFFERSON ST,6726.0,80050.0
9273,"(-73.98485280910027, 40.71169814238656)","(-73.98495042073655, 40.71235553006084)",CSCL_MN,ST,241.03016661,MONTGOMERY ST,92068.0,80072.0
9274,"(-73.9831197345208, 40.714618799310095)","(-73.98470686009311, 40.71451206754231)",CSCL_MN,,441.698354106,E BROADWAY,75237.0,69109.0
9275,"(-73.98470686009311, 40.71451206754231)","(-73.98534404483458, 40.71446157773023)",CSCL_MN,,177.595943657,E BROADWAY,69268.0,69110.0
9276,"(-73.98534404483458, 40.71446157773023)","(-73.98524329839593, 40.713845678889236)",CSCL_MN,ST,226.12211875,MONTGOMERY ST,7443.0,165743.0
9277,"(-73.98534404483458, 40.71446157773023)","(-73.98716628056997, 40.71431205654061)",CSCL_MN,,508.091133805,E BROADWAY,72989.0,69111.0
9278,"(-73.98716628056997, 40.71431205654061)","(-73.98870191332541, 40.714185541162514)",CSCL_MN,,428.198604746,E BROADWAY,97323.0,161304.0
9279,"(-73.98870191332541, 40.714185541162514)","(-73.98875709501307, 40.7146784623839)",CSCL_MN,ST,180.23655694,JEFFERSON ST,6726.0,97217.0
9280,"(-73.99272266354569, 40.71384440460542)","(-73.99294362919287, 40.713830595881284)",CSCL_MN,,61.4630652931,E BROADWAY,64538.0,69117.0
9281,"(-73.99420842859602, 40.71372787293341)","(-73.99407340640283, 40.713736141389845)",CSCL_MN,,37.5523782346,E BROADWAY,228229.0,69120.0
9282,"(-73.99420842859602, 40.71372787293341)","(-73.99436695385631, 40.7137120856892)",CSCL_MN,,44.32176679,E BROADWAY,222859.0,69121.0
9283,"(-73.99407340640283, 40.713736141389845)","(-73.99403643443043, 40.713738406120044)",CSCL_MN,,10.2826647475,E BROADWAY,233601.0,129472.0
9284,"(-73.99436695385631, 40.7137120856892)","(-73.9944356080198, 40.71370525024323)",CSCL_MN,,19.1948059239,E BROADWAY,217553.0,130178.0
9285,"(-73.99730028853172, 40.71346829791499)","(-73.99799439038729, 40.71367874085311)",CSCL_MN,,233.560399131,E BROADWAY,66275.0,69124.0
9286,"(-73.99730028853172, 40.71346829791499)","(-73.99748643089657, 40.71401609613049)",CSCL_MN,ST,206.142836503,CATHERINE ST,107648.0,140866.0
9287,"(-73.99799439038729, 40.71367874085311)","(-73.99748643089657, 40.71401609613049)",CSCL_MN,SQ,188.140354576,CHATHAM SQ,977364.0,101099.0
9288,"(-73.99799439038729, 40.71367874085311)","(-73.99842364569217, 40.71348824962654)",CSCL_MN,SQ,137.75922973,CHATHAM SQ,1042097.0,140783.0
9289,"(-73.99799439038729, 40.71367874085311)","(-73.99803597317263, 40.71375683559429)",CSCL_MN,,30.8428569124,E BROADWAY,4234.0,140885.0
9290,"(-73.99093053595452, 40.72914229531495)","(-73.99041489123249, 40.728949416863735)",CSCL_MN,ST,159.258010226,E 7 ST,37475.0,189676.0
9291,"(-73.99093053595452, 40.72914229531495)","(-73.9911225669305, 40.728567965766125)",CSCL_MN,SQ,215.908967474,COOPER SQ,1932037.0,191159.0
9292,"(-73.99051627288212, 40.72870075413123)","(-73.99029435279145, 40.72890196976732)",CSCL_MN,SQ,99.5209192375,COOPER SQ,4091.0,189673.0
9293,"(-73.99051627288212, 40.72870075413123)","(-73.99041489123249, 40.728949416863735)",CSCL_MN,SQ,101.22547225,COOPER SQ,197518.0,189675.0
9294,"(-73.99129790694788, 40.72775524856222)","(-73.99123439559044, 40.72772680526234)",CSCL_MN,ST,20.4268988566,E 5 ST,12.0,69136.0
9295,"(-73.99129790694788, 40.72775524856222)","(-73.9910521962289, 40.72796758815434)",CSCL_MN,SQ,108.970516925,COOPER SQ,15152.0,181355.0
9296,"(-73.99129790694788, 40.72775524856222)","(-73.99141387917173, 40.72758453674496)",CSCL_MN,SQ,70.0107242453,COOPER SQ,11750.0,69137.0
9297,"(-73.99123439559044, 40.72772680526234)","(-73.9911840385674, 40.727705586683406)",CSCL_MN,ST,15.9551344073,E 5 ST,6732.0,181349.0
9298,"(-73.99141387917173, 40.72758453674496)","(-73.99198825971627, 40.728171814241314)",CSCL_MN,CT,354.760439886,STABLE CT,6726.0,181345.0
9299,"(-73.99141387917173, 40.72758453674496)","(-73.99138898337311, 40.72749770114215)",CSCL_MN,SQ,32.3806694233,COOPER SQ,5008.0,181342.0
9300,"(-73.97358815338545, 40.798793263618805)","(-73.9741950295245, 40.79656300696675)",CSCL_MN,DR,848.856851307,RIVERSIDE DR,30155.0,164890.0
9301,"(-73.99754616254756, 40.75881506959126)","(-73.99812870611638, 40.759037324556566)",CSCL_MN,ST,180.560666658,W 40 ST,14545.0,69470.0
9302,"(-73.95177019652635, 40.81293989164142)","(-73.9518230384008, 40.812867919235664)",CSCL_MN,TER,30.0259088035,ST NICHOLAS TER,20143.0,69853.0
9303,"(-73.9518230384008, 40.812867919235664)","(-73.95222831905515, 40.812315884324136)",CSCL_MN,TER,230.298826892,ST NICHOLAS TER,30149.0,139303.0
9304,"(-73.9518230384008, 40.812867919235664)","(-73.9509820339399, 40.812521629287154)",CSCL_MN,ST,264.790010692,W 128 ST,6726.0,97280.0
9305,"(-73.93160237998757, 40.800548243010475)","(-73.93022626922806, 40.79976857597847)",CSCL_MN,AVE,485.25980197,PALADINO AVE,17263.0,69881.0
9306,"(-73.93022626922806, 40.79976857597847)","(-73.92984065003017, 40.79875619878856)",CSCL_MN,AVE,383.985757338,PALADINO AVE,11203.0,117314.0
9307,"(-74.01490398403172, 40.68818181683447)","(-74.01490193924232, 40.69009417421312)",CSCL_MN,RD,701.949634481,EVANS RD,122.0,69971.0
9308,"(-74.01490398403172, 40.68818181683447)","(-74.01592824195612, 40.68798270134947)",CSCL_MN,RD,297.156598072,COMFORT RD,632.0,179724.0
9309,"(-74.01490398403172, 40.68818181683447)","(-74.01466616068187, 40.68795304285816)",CSCL_MN,RD,106.288440728,EVANS RD,526.0,69972.0
9310,"(-74.01466616068187, 40.68795304285816)","(-74.01435540778422, 40.68761478672097)",CSCL_MN,RD,150.381263654,EVANS RD,180.0,184060.0
9311,"(-73.9327389621125, 40.86294168505221)","(-73.93179208492074, 40.86346294474056)",CSCL_MN,PL,355.608592192,FT TRYON PL,13442.0,70808.0
9312,"(-73.9327389621125, 40.86294168505221)","(-73.93245651664034, 40.86335763623199)",CSCL_MN,DR,172.643309638,MARGARET CORBIN DR,26884.0,89413.0
9313,"(-73.9327389621125, 40.86294168505221)","(-73.93329173323713, 40.86299499084109)",CSCL_MN,PL,154.126688319,FT TRYON PL,20172.0,70809.0
9314,"(-73.9327389621125, 40.86294168505221)","(-73.93242776362314, 40.86135489862544)",CSCL_MN,DR,589.228909158,MARGARET CORBIN DR,67170.0,89409.0
9315,"(-73.93179208492074, 40.86346294474056)","(-73.93150575158167, 40.8638450780658)",CSCL_MN,PL,160.176470354,FT TRYON PL,6723.0,70810.0
9316,"(-73.93179208492074, 40.86346294474056)","(-73.9318405448333, 40.86387265143567)",CSCL_MN,DR,154.532310611,MARGARET CORBIN DR,3.0,89418.0
9317,"(-73.93329173323713, 40.86299499084109)","(-73.93420870870982, 40.86250316556658)",CSCL_MN,,342.201573224,HENRY HUDSON PARKWAY ET 16 NB,6726.0,102384.0
9318,"(-73.93329173323713, 40.86299499084109)","(-73.93350141856172, 40.86376257238679)",CSCL_MN,,356.675471447,HENRY HUDSON PKWY NB EN FT TRYON,6726.0,102385.0
9319,"(-73.93150575158167, 40.8638450780658)","(-73.93100297254084, 40.8645493502556)",CSCL_MN,PL,291.856406895,FT TRYON PL,2.0,70811.0
9320,"(-73.93150575158167, 40.8638450780658)","(-73.9318405448333, 40.86387265143567)",CSCL_MN,DR,100.088821526,MARGARET CORBIN DR,3.0,89417.0
9321,"(-73.93100297254084, 40.8645493502556)","(-73.9318405448333, 40.86387265143567)",CSCL_MN,DR,338.315061319,MARGARET CORBIN DR,6724.0,89416.0
9322,"(-73.93100297254084, 40.8645493502556)","(-73.93257620687484, 40.86416608521496)",CSCL_MN,DR,1195.78413754,MARGARET CORBIN DR,0.0,89419.0
9323,"(-74.0014368866845, 40.7276034842354)","(-74.00219414143213, 40.72798143346934)",CSCL_MN,ST,251.022911449,W HOUSTON ST,10974.0,72508.0
9324,"(-74.0014368866845, 40.7276034842354)","(-74.00133774499292, 40.7277224613331)",CSCL_MN,ST,51.3235822265,SULLIVAN ST,6874.0,72611.0
9325,"(-74.0014368866845, 40.7276034842354)","(-74.00068690121441, 40.72721720958083)",CSCL_MN,ST,251.029570827,W HOUSTON ST,8712.0,72509.0
9326,"(-74.00219414143213, 40.72798143346934)","(-74.00209772133978, 40.72809581909122)",CSCL_MN,ST,49.5069403025,MAC DOUGAL ST,92675.0,79839.0
9327,"(-74.00219414143213, 40.72798143346934)","(-74.00304102354131, 40.72792082871746)",CSCL_MN,ST,317.622931255,W HOUSTON ST,2605.0,149824.0
9328,"(-74.00219414143213, 40.72798143346934)","(-74.00251324580229, 40.72760092690677)",CSCL_MN,ST,164.440971025,MAC DOUGAL ST,77190.0,79840.0
9329,"(-74.00068690121441, 40.72721720958083)","(-74.00058982676626, 40.727337256858746)",CSCL_MN,ST,51.3560013009,THOMPSON ST,9127.0,79768.0
9330,"(-73.99917281574763, 40.72647785459914)","(-73.9990656901224, 40.72660534826391)",CSCL_MN,,55.1293705166,WOOSTER ST,12710.0,89941.0
9331,"(-73.99917281574763, 40.72647785459914)","(-73.99841327607858, 40.726106062764494)",CSCL_MN,ST,250.335687963,W HOUSTON ST,11818.0,72512.0
9332,"(-73.99841327607858, 40.726106062764494)","(-73.99831077872794, 40.726227306047505)",CSCL_MN,ST,52.5197717444,GREENE ST,121109.0,79913.0
9333,"(-74.00281726639142, 40.72836312880148)","(-74.00304102354131, 40.72792082871746)",CSCL_MN,AVE,172.66568643,AVE OF THE AMERICAS,568067.0,155743.0
9334,"(-74.00281726639142, 40.72836312880148)","(-74.00270034964873, 40.72835131159508)",CSCL_MN,ST,32.6897400933,W HOUSTON ST,13936.0,185463.0
9335,"(-74.00133774499292, 40.7277224613331)","(-74.00209772133978, 40.72809581909122)",CSCL_MN,ST,250.742240162,W HOUSTON ST,52652.0,72518.0
9336,"(-74.00133774499292, 40.7277224613331)","(-74.00043499603426, 40.728794605106344)",CSCL_MN,ST,463.880172159,SULLIVAN ST,6008.0,72612.0
9337,"(-74.00133774499292, 40.7277224613331)","(-74.00058982676626, 40.727337256858746)",CSCL_MN,ST,250.336216419,W HOUSTON ST,53228.0,72519.0
9338,"(-74.00209772133978, 40.72809581909122)","(-74.00119030433848, 40.729167338078646)",CSCL_MN,ST,464.387189884,MAC DOUGAL ST,62680.0,79838.0
9339,"(-74.00209772133978, 40.72809581909122)","(-74.0025949382722, 40.72834014887276)",CSCL_MN,ST,164.060089093,W HOUSTON ST,53419.0,149823.0
9340,"(-74.00058982676626, 40.727337256858746)","(-73.99967747091064, 40.72842266793159)",CSCL_MN,ST,469.38753449,THOMPSON ST,1947.0,79769.0
9341,"(-73.9990656901224, 40.72660534826391)","(-73.99816919414889, 40.727680698034824)",CSCL_MN,,463.935816239,DRIVEWAY,16521.0,89942.0
9342,"(-73.9990656901224, 40.72660534826391)","(-73.99831077872794, 40.726227306047505)",CSCL_MN,ST,250.502329331,W HOUSTON ST,20626.0,72522.0
9343,"(-73.93753140957031, 40.78944356070785)","(-73.93744110806853, 40.78963061906704)",CSCL_MN,DR,72.5942747352,FRANKLIN D ROOSEVELT DR,18445.0,72585.0
9344,"(-73.93744110806853, 40.78963061906704)","(-73.93610491597384, 40.79129540685276)",CSCL_MN,DR,711.419684572,FRANKLIN D ROOSEVELT DR,10823.0,72588.0
9345,"(-73.93818387242179, 40.787951297352805)","(-73.93872933218701, 40.78818047846393)",CSCL_MN,ST,172.588592368,E 105 ST,4738.0,116531.0
9346,"(-73.93610491597384, 40.79129540685276)","(-73.93724220946412, 40.79177208128067)",CSCL_MN,ST,359.629573449,E 110 ST,3813.0,187695.0
9347,"(-74.00024663891942, 40.709043093308644)","(-74.00020612006661, 40.708834714870335)",CSCL_MN,,76.7451620186,FDR DRIVE NB EN BROOKLYN BR,79311.0,72597.0
9348,"(-74.00024663891942, 40.709043093308644)","(-74.00107411660089, 40.70984383211235)",CSCL_MN,,377.332531805,FDR DRIVE NB EN BROOKLYN BR,84864.0,72598.0
9349,"(-74.00024663891942, 40.709043093308644)","(-74.00101490853488, 40.709645783200145)",CSCL_MN,,305.911900758,FDR DRIVE ENTRY RAMP,499.0,79122.0
9350,"(-74.00020612006661, 40.708834714870335)","(-74.00019103138897, 40.70873391185955)",CSCL_MN,,36.9630564815,FDR DRIVE NB EN BROOKLYN BR,73179.0,72601.0
9351,"(-74.00020612006661, 40.708834714870335)","(-74.00122412049173, 40.709657019213836)",CSCL_MN,,411.594124376,BROOKLYN BRG,1507.0,78606.0
9352,"(-74.00107411660089, 40.70984383211235)","(-74.00101490853488, 40.709645783200145)",CSCL_MN,,73.9987874561,FDR DRIVE ENTRY RAMP,6558.0,146148.0
9353,"(-73.99987313168162, 40.70819502816365)","(-73.99973380261962, 40.70812967779577)",CSCL_MN,,45.3766272628,FDR DRIVE NB EN BROOKLYN BR,6375.0,72603.0
9354,"(-73.99939955073678, 40.70810033785759)","(-73.99929631440239, 40.708110566977986)",CSCL_MN,,28.8635821364,FDR DRIVE NB EN BROOKLYN BR,12846.0,133612.0
9355,"(-73.99929631440239, 40.708110566977986)","(-73.9986623987855, 40.70833761413658)",CSCL_MN,,197.638785236,FDR DRIVE NB EN BROOKLYN BR,16919.0,72606.0
9356,"(-73.99929631440239, 40.708110566977986)","(-73.99922363393277, 40.70805305212351)",CSCL_MN,,29.071077887,BROOKLYN BRG,40326.0,131821.0
9357,"(-73.99929631440239, 40.708110566977986)","(-73.99878305154508, 40.70839540979815)",CSCL_MN,DR,176.12215404,FRANKLIN D ROOSEVELT DR,20719.0,176637.0
9358,"(-73.99929631440239, 40.708110566977986)","(-73.99937681804238, 40.708179924819525)",CSCL_MN,,33.7150592658,BROOKLYN BRG,38690.0,78611.0
9359,"(-73.9986623987855, 40.70833761413658)","(-73.99603239896548, 40.70899827855576)",CSCL_MN,,773.331632426,FDR DRIVE NB EN BROOKLYN BR,20269.0,176648.0
9360,"(-73.9986623987855, 40.70833761413658)","(-73.99859744050677, 40.70834332302073)",CSCL_MN,,18.1291395303,PEDESTRIAN AND BIKE PATH LINK,6726.0,176651.0
9361,"(-73.9986623987855, 40.70833761413658)","(-73.99878305154508, 40.70839540979815)",CSCL_MN,,39.5262004427,PEDESTRIAN AND BIKE PATH LINK,10488.0,176647.0
9362,"(-74.00043499603426, 40.728794605106344)","(-73.99936623162297, 40.730058476858076)",CSCL_MN,ST,547.517314753,SULLIVAN ST,3493.0,72613.0
9363,"(-74.00043499603426, 40.728794605106344)","(-74.00119030433848, 40.729167338078646)",CSCL_MN,ST,249.52957725,BLEECKER ST,116646.0,81195.0
9364,"(-74.00043499603426, 40.728794605106344)","(-73.99967747091064, 40.72842266793159)",CSCL_MN,ST,249.888899324,BLEECKER ST,118541.0,81194.0
9365,"(-73.99936623162297, 40.730058476858076)","(-73.99885434787038, 40.73066786887823)",CSCL_MN,ST,263.477647743,SULLIVAN ST,3307.0,72614.0
9366,"(-73.99936623162297, 40.730058476858076)","(-74.0001227669773, 40.730431388154564)",CSCL_MN,ST,249.846960024,W 3 ST,28905.0,191167.0
9367,"(-73.99936623162297, 40.730058476858076)","(-73.99860504073533, 40.72968530855569)",CSCL_MN,ST,250.98249448,W 3 ST,29005.0,79895.0
9368,"(-73.99885434787038, 40.73066786887823)","(-73.99807197161927, 40.73028802881065)",CSCL_MN,SQ,257.241208182,WASHINGTON SQ S,73907.0,172075.0
9369,"(-73.99885434787038, 40.73066786887823)","(-73.99960360339156, 40.73104325600602)",CSCL_MN,SQ,248.64954338,WASHINGTON SQ S,76876.0,91622.0
9370,"(-73.97891172591599, 40.7584365383322)","(-73.97844980500963, 40.75906501403029)",CSCL_MN,PLZ,262.30754616,ROCKEFELLER PLZ,10905.0,99651.0
9371,"(-73.9306637041939, 40.84593887581577)","(-73.93087805973983, 40.84613661782787)",CSCL_MN,,94.2128579773,HRD ET 24 NB GWB EN,39916.0,72645.0
9372,"(-73.9306637041939, 40.84593887581577)","(-73.9305969603087, 40.845797116058165)",CSCL_MN,,54.8503847235,HRD ET 24 NB GWB EN,45222.0,72646.0
9373,"(-73.93087805973983, 40.84613661782787)","(-73.93130839038908, 40.84635711733563)",CSCL_MN,,143.629267758,HRD ET 24 NB GWB EN,37340.0,72649.0
9374,"(-73.93130839038908, 40.84635711733563)","(-73.93107887817902, 40.84635361270804)",CSCL_MN,,63.5124634923,CBE SB EN WASHINGTON BRIDGE,34365.0,89963.0
9375,"(-73.9913251354192, 40.71940252609871)","(-73.9912432824488, 40.71956221651296)",CSCL_MN,ST,62.4480095203,ELDRIDGE ST,12654.0,72662.0
9376,"(-73.93486087323949, 40.81169692423778)","(-73.93458635698939, 40.81384181183574)",CSCL_MN,DR,785.145075586,HARLEM RIVER DR,110861.0,72673.0
9377,"(-73.93486087323949, 40.81169692423778)","(-73.93494075097765, 40.81172917744646)",CSCL_MN,ST,25.0400107534,E 135 ST,6723.0,131444.0
9378,"(-73.93486087323949, 40.81169692423778)","(-73.9348793395532, 40.811637136941656)",CSCL_MN,DR,22.3744011429,HARLEM RIVER DR,115274.0,131328.0
9379,"(-73.93483229160476, 40.814055471812985)","(-73.9355353365752, 40.81309426810339)",CSCL_MN,AVE,400.641037415,MADISON AVE,2946.0,103768.0
9380,"(-73.93483229160476, 40.814055471812985)","(-73.93524183591175, 40.81424229705437)",CSCL_MN,ST,132.229377893,E 138 ST,41402.0,118593.0
9381,"(-73.93454533293875, 40.814858247800224)","(-73.93466264280076, 40.814289619113104)",CSCL_MN,DR,211.481627981,HARLEM RIVER DR,74424.0,131465.0
9382,"(-73.97686270793079, 40.71461721660524)","(-73.97671928476332, 40.71482720581078)",CSCL_MN,DR,86.2201836896,FRANKLIN D ROOSEVELT DR,65025.0,72682.0
9383,"(-73.97686270793079, 40.71461721660524)","(-73.97689983466297, 40.7145456786706)",CSCL_MN,DR,28.0220318376,FRANKLIN D ROOSEVELT DR,60213.0,72683.0
9384,"(-73.97671928476332, 40.71482720581078)","(-73.97668899717199, 40.71488637136365)",CSCL_MN,DR,23.1333275481,FRANKLIN D ROOSEVELT DR,69837.0,72686.0
9385,"(-73.97689983466297, 40.7145456786706)","(-73.97681148611473, 40.714516655296315)",CSCL_MN,,26.6771541756,DELANCEY STREET PEDESTRIAN OPAS,2853.0,79350.0
